CÓDIGO ÓRGÃO SUPERIOR;NOME ÓRGÃO SUPERIOR;CÓDIGO ÓRGÃO;NOME ÓRGÃO;CÓDIGO UNIDADE GESTORA;NOME UNIDADE GESTORA;CATEGORIA ECONÔMICA;ORIGEM RECEITA;ESPÉCIE RECEITA;DETALHAMENTO;VALOR PREVISTO ATUALIZADO;VALOR LANÇADO;VALOR REALIZADO;PERCENTUAL REALIZADO;DATA LANÇAMENTO;ANO EXERCÍCIO
63000;Advocacia-Geral da União;63000;Advocacia-Geral da União - Unidades com vínculo direto;110060;COORD. GERAL DE ORC. FIN. E ANAL. CONT. - AGU;Receitas Correntes;Outras Receitas Correntes;Demais receitas correntes;RECEITA DE HONORÁRIOS DE ADVOGADOS;0;0;46699948,08;0;31/12/2014;2014
63000;Advocacia-Geral da União;63000;Advocacia-Geral da União - Unidades com vínculo direto;110060;COORD. GERAL DE ORC. FIN. E ANAL. CONT. - AGU;Receitas Correntes;Outras Receitas Correntes;Demais receitas correntes;OUTRAS RECEITAS;0;0;1183207,71;0;31/12/2014;2014
63000;Advocacia-Geral da União;63000;Advocacia-Geral da União - Unidades com vínculo direto;110060;COORD. GERAL DE ORC. FIN. E ANAL. CONT. - AGU;Receitas Correntes;Outras Receitas Correntes;Multas administrativas, contratuais e judicia;OUTRAS MULTAS;0;0;351677,27;0;31/12/2014;2014
63000;Advocacia-Geral da União;63000;Advocacia-Geral da União - Unidades com vínculo direto;110060;COORD. GERAL DE ORC. FIN. E ANAL. CONT. - AGU;Receitas Correntes;Outras Receitas Correntes;Demais receitas correntes;RECEITA DE ÔNUS DE SUCUMBÊNCIA;0;0;17356434,88;0;31/12/2014;2014
25201;Banco Central do Brasil - Orçamento Fiscal e ;25201;Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto;173057;BANCO CENTRAL DO BRASIL;Receitas Correntes;Receita de Serviços;Receita de Serviços;SERVICOS ADMINISTRATIVOS;16118643;0;14584974,95;90;31/12/2014;2014
25201;Banco Central do Brasil - Orçamento Fiscal e ;25201;Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto;173057;BANCO CENTRAL DO BRASIL;Receitas de Capital;Transferências de Capital;Transferências dos Municípios e de suas Entid;Transferências dos Municípios e de suas Entid;0;0;50368008,62;0;31/12/2014;2014
25201;Banco Central do Brasil - Orçamento Fiscal e ;25201;Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto;173057;BANCO CENTRAL DO BRASIL;Receitas Correntes;Receita de Serviços;Receita de Serviços;OUTROS RECEITAS DE SERVICOS;8718778;0;2350531,51;27;31/12/2014;2014
25201;Banco Central do Brasil - Orçamento Fiscal e ;25201;Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto;173057;BANCO CENTRAL DO BRASIL;Receitas Correntes;Outras Receitas Correntes;Indenizações, restituições e ressarcimentos;RESTITUICAO DE CONTRIB. PREVID.COMPLEMENTARES;0;0;182279476,9;0;31/12/2014;2014
25201;Banco Central do Brasil - Orçamento Fiscal e ;25201;Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto;173057;BANCO CENTRAL DO BRASIL;Receitas Correntes;Receita Patrimonial;Exploração do patrimônio imobiliário do Estad;TAXA DE OCUPACAO DE OUTROS IMOVEIS;16573;0;6130,67;37;31/12/2014;2014
25201;Banco Central do Brasil - Orçamento Fiscal e ;25201;Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto;173057;BANCO CENTRAL DO BRASIL;Receitas Correntes;Outras Receitas Correntes;Bens, Direitos e Valores Incorporados ao Patr;REC.DIVIDA ATIVA NAO TRIBUTARIA DE OUTRAS REC;4746861;0;25870667,51;545;31/12/2014;2014
25201;Banco Central do Brasil - Orçamento Fiscal e ;25201;Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto;173057;BANCO CENTRAL DO BRASIL;Receitas Correntes;Outras Receitas Correntes;Indenizações, restituições e ressarcimentos;OUTRAS RESTITUICOES;0;0;36108509,11;0;31/12/2014;2014
25201;Banco Central do Brasil - Orçamento Fiscal e ;25201;Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto;173057;BANCO CENTRAL DO BRASIL;Receitas Correntes;Outras Receitas Correntes;Demais receitas correntes;RECEITA DE HONORÁRIOS DE ADVOGADOS;7310585;0;5863067,05;80;31/12/2014;2014
25201;Banco Central do Brasil - Orçamento Fiscal e ;25201;Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto;173057;BANCO CENTRAL DO BRASIL;Receitas Correntes;Receita de Serviços;Receita de Serviços;TARIFA PELO USO DO SISTEMA DE INFORM.DO BACEN;182236036;0;155778653,6;85;31/12/2014;2014
25201;Banco Central do Brasil - Orçamento Fiscal e ;25201;Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto;173057;BANCO CENTRAL DO BRASIL;Receitas Correntes;Receita de Serviços;Receita de Serviços;SERV.DE COM.LIVROS PERIOD.MAT.ESC.E PUBLICID.;3730117;0;18356710,06;492;31/12/2014;2014
25201;Banco Central do Brasil - Orçamento Fiscal e ;25201;Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto;173057;BANCO CENTRAL DO BRASIL;Receitas Correntes;Outras Receitas Correntes;Demais receitas correntes;OUTRAS RECEITAS;30638065;0;3349910,29;11;31/12/2014;2014
25201;Banco Central do Brasil - Orçamento Fiscal e ;25201;Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto;173057;BANCO CENTRAL DO BRASIL;Receitas Correntes;Outras Receitas Correntes;Multas administrativas, contratuais e judicia;OUTRAS MULTAS;126541854;0;143256153,5;113;31/12/2014;2014
25201;Banco Central do Brasil - Orçamento Fiscal e ;25201;Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto;173057;BANCO CENTRAL DO BRASIL;Receitas Correntes;Receita de Serviços;Receita de Serviços;SERVICOS DE PROCESSAMENTO DE DADOS;8566284;0;9183211,95;107;31/12/2014;2014
25201;Banco Central do Brasil - Orçamento Fiscal e ;25201;Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto;173057;BANCO CENTRAL DO BRASIL;Receitas Correntes;Transferências Correntes;Transferências dos Municípios e de suas Entid;Transferências dos Municípios e de suas Entid;42000000;0;0;0;31/12/2014;2014
25201;Banco Central do Brasil - Orçamento Fiscal e ;25201;Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto;173057;BANCO CENTRAL DO BRASIL;Receitas Correntes;Receita de Serviços;Receita de Serviços;TARIFA PELO USO DO SIST.DE TRANSF. RES. BACEN;30744685;0;34272416,66;111;31/12/2014;2014
37000;Controladoria-Geral da União;66000;Controladoria-Geral da União;110174;DIRETORIA DE GESTAO INTERNA/SE/CGU;Receitas Correntes;Receita de Serviços;Receita de Serviços;OUTROS SERVICOS FINANCEIROS;4836000;0;0;0;31/12/2014;2014
37000;Controladoria-Geral da União;66000;Controladoria-Geral da União;110174;DIRETORIA DE GESTAO INTERNA/SE/CGU;Receitas Correntes;Outras Receitas Correntes;Multas administrativas, contratuais e judicia;MULTAS E JUROS PREVISTOS EM CONTRATOS;0;0;161363,48;0;31/12/2014;2014
37000;Controladoria-Geral da União;66000;Controladoria-Geral da União;110174;DIRETORIA DE GESTAO INTERNA/SE/CGU;Receitas Correntes;Outras Receitas Correntes;Indenizações, restituições e ressarcimentos;RESTITUICOES DE CONVENIOS - PRIMARIAS;0;0;3905,55;0;31/12/2014;2014
37000;Controladoria-Geral da União;66000;Controladoria-Geral da União;110174;DIRETORIA DE GESTAO INTERNA/SE/CGU;Receitas Correntes;Receita de Serviços;Receita de Serviços;SERVICOS ADMINISTRATIVOS;0;0;1556,02;0;31/12/2014;2014
37000;Controladoria-Geral da União;66000;Controladoria-Geral da União;110174;DIRETORIA DE GESTAO INTERNA/SE/CGU;Receitas Correntes;Outras Receitas Correntes;Indenizações, restituições e ressarcimentos;RECUPERACAO DE DESPESAS DE EXERC. ANTERIORES;0;0;16386,74;0;31/12/2014;2014
37000;Controladoria-Geral da União;66000;Controladoria-Geral da União;110174;DIRETORIA DE GESTAO INTERNA/SE/CGU;Receitas de Capital;Transferências de Capital;Transferências de Instituições Privadas;Transferências de Instituições Privadas;213180;0;0;0;31/12/2014;2014
37000;Controladoria-Geral da União;66000;Controladoria-Geral da União;110174;DIRETORIA DE GESTAO INTERNA/SE/CGU;Receitas Correntes;Outras Receitas Correntes;Indenizações, restituições e ressarcimentos;OUTRAS INDENIZACOES;0;0;748,5;0;31/12/2014;2014
37000;Controladoria-Geral da União;66000;Controladoria-Geral da União;110174;DIRETORIA DE GESTAO INTERNA/SE/CGU;Receitas Correntes;Outras Receitas Correntes;Indenizações, restituições e ressarcimentos;OUTRAS RESTITUICOES;0;0;81202,4;0;31/12/2014;2014
37000;Controladoria-Geral da União;66000;Controladoria-Geral da União;110174;DIRETORIA DE GESTAO INTERNA/SE/CGU;Receitas Correntes;Outras Receitas Correntes;Demais receitas correntes;OUTRAS RECEITAS;0;0;1784,49;0;31/12/2014;2014
22000;Ministério da Agricultura e Pecuária;22202;Empresa Brasileira de Pesquisa Agropecuária;135037;EMBRAPA-SETORIAL;Receitas Correntes;Transferências Correntes;Transferências de Convênios;TRANSFER. CONVENIOS DE INSTITUICOES PRIVADAS;945630;0;1153231,82;122;31/12/2014;2014
22000;Ministério da Agricultura e Pecuária;22905;Fundo de Defesa da Economia Cafeeira;130137;FUNDO DE DEFESA DA ECON.CAFEEIRA/FUNCAFE/SPA;Receitas de Capital;Outras Receitas de Capital;Receita dívida ativa proveniente de amortizaç;Receita dívida ativa proveniente de amortizaç;2060318;0;2347119,36;114;31/12/2014;2014
22000;Ministério da Agricultura e Pecuária;22202;Empresa Brasileira de Pesquisa Agropecuária;135037;EMBRAPA-SETORIAL;Receitas Correntes;Receita de Serviços;Receita de Serviços;SERVICOS DE TRANSFERENCIA DE TECNOLOGIA;10604971;0;14889251,22;140;31/12/2014;2014
22000;Ministério da Agricultura e Pecuária;22202;Empresa Brasileira de Pesquisa Agropecuária;135037;EMBRAPA-SETORIAL;Receitas de Capital;Alienação de Bens;Alienação de bens móveis;ALIENACAO DE VEICULOS;492196;0;1329278,84;270;31/12/2014;2014
22000;Ministério da Agricultura e Pecuária;22000;Ministério da Agricultura e Pecuária - Unidades com vínculo direto;130101;COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA;Receitas de Capital;Alienação de Bens;Alienação de bens móveis;ALIENACAO DE VEICULOS;50000;0;545631,01;1091;31/12/2014;2014
22000;Ministério da Agricultura e Pecuária;22202;Empresa Brasileira de Pesquisa Agropecuária;135037;EMBRAPA-SETORIAL;Receitas Correntes - intra-orçamentárias;Receita Patrimonial;Exploração do patrimônio imobiliário do Estad;TAXA DE OCUPACAO DE OUTROS IMOVEIS;0;0;208258,04;0;31/12/2014;2014
22000;Ministério da Agricultura e Pecuária;22202;Empresa Brasileira de Pesquisa Agropecuária;135037;EMBRAPA-SETORIAL;Receitas Correntes;Receita Patrimonial;Exploração do patrimônio imobiliário do Estad;ARRENDAMENTOS;443427;0;172642,89;39;31/12/2014;2014
22000;Ministério da Agricultura e Pecuária;22000;Ministério da Agricultura e Pecuária - Unidades com vínculo direto;130101;COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA;Receitas Correntes;Outras Receitas Correntes;Multas administrativas, contratuais e judicia;MULTAS S/ FISCALIZACAO REDE DE PROD.ORGANICA;10341;0;0;0;31/12/2014;2014
22000;Ministério da Agricultura e Pecuária;22202;Empresa Brasileira de Pesquisa Agropecuária;135037;EMBRAPA-SETORIAL;Receitas Correntes;Receita Industrial;Receitas da indústria de transformação;RECEITA DA INDUSTRIA DE BEBIDAS E DESTILADOS;289053;0;413746;143;31/12/2014;2014
22000;Ministério da Agricultura e Pecuária;22202;Empresa Brasileira de Pesquisa Agropecuária;135037;EMBRAPA-SETORIAL;Receitas de Capital;Alienação de Bens;Alienação de bens móveis;ALIENACAO DE EQUIPAMENTOS;183074;0;211017,08;115;31/12/2014;2014
22000;Ministério da Agricultura e Pecuária;22202;Empresa Brasileira de Pesquisa Agropecuária;135037;EMBRAPA-SETORIAL;Receitas Correntes;Outras Receitas Correntes;Multas administrativas, contratuais e judicia;MULTAS E JUROS PREVISTOS EM CONTRATOS;428761;0;497264,86;116;31/12/2014;2014
22000;Ministério da Agricultura e Pecuária;22000;Ministério da Agricultura e Pecuária - Unidades com vínculo direto;130101;COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA;Receitas Correntes;Outras Receitas Correntes;Multas administrativas, contratuais e judicia;MULTAS E JUROS PREVISTOS EM CONTRATOS;0;0;28764,39;0;31/12/2014;2014
22000;Ministério da Agricultura e Pecuária;22905;Fundo de Defesa da Economia Cafeeira;130137;FUNDO DE DEFESA DA ECON.CAFEEIRA/FUNCAFE/SPA;Receitas Correntes;Outras Receitas Correntes;Indenizações, restituições e ressarcimentos;RESTITUICOES DE CONVENIOS - PRIMARIAS;0;0;22035,31;0;31/12/2014;2014
22000;Ministério da Agricultura e Pecuária;22000;Ministério da Agricultura e Pecuária - Unidades com vínculo direto;130101;COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA;Receitas Correntes;Outras Receitas Correntes;Indenizações, restituições e ressarcimentos;RESTITUICOES DE CONVENIOS - PRIMARIAS;0;0;6853044,32;0;31/12/2014;2014
22000;Ministério da Agricultura e Pecuária;22202;Empresa Brasileira de Pesquisa Agropecuária;135037;EMBRAPA-SETORIAL;Receitas Correntes;Outras Receitas Correntes;Indenizações, restituições e ressarcimentos;RESTITUICOES DE CONVENIOS - PRIMARIAS;0;0;682024,17;0;31/12/2014;2014
22000;Ministério da Agricultura e Pecuária;22000;Ministério da Agricultura e Pecuária - Unidades com vínculo direto;130101;COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA;Receitas Correntes;Receita de Serviços;Receita de Serviços;TAR.INSCR.CONCURSOS E PROCESSOS SELETIVOS;0;0;20108318,04;0;31/12/2014;2014
22000;Ministério da Agricultura e Pecuária;22000;Ministério da Agricultura e Pecuária - Unidades com vínculo direto;130101;COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA;Receitas Correntes;Receita de Serviços;Receita de Serviços;SERVICOS ADMINISTRATIVOS;32400;0;385;1;31/12/2014;2014
22000;Ministério da Agricultura e Pecuária;22202;Empresa Brasileira de Pesquisa Agropecuária;135037;EMBRAPA-SETORIAL;Receitas Correntes;Receita de Serviços;Receita de Serviços;SERVICOS ADMINISTRATIVOS;8888;0;95744,62;1077;31/12/2014;2014
22000;Ministério da Agricultura e Pecuária;22202;Empresa Brasileira de Pesquisa Agropecuária;135037;EMBRAPA-SETORIAL;Receitas Correntes;Receita de Serviços;Receita de Serviços;SERVICOS DE ESTUDOS E PESQUISAS;449624;0;608402,74;135;31/12/2014;2014
22000;Ministério da Agricultura e Pecuária;22000;Ministério da Agricultura e Pecuária - Unidades com vínculo direto;130101;COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA;Receitas Correntes;Receita de Serviços;Receita de Serviços;SERVICOS DE ESTUDOS E PESQUISAS;33600;0;72614,83;216;31/12/2014;2014
22000;Ministério da Agricultura e Pecuária;22202;Empresa Brasileira de Pesquisa Agropecuária;135037;EMBRAPA-SETORIAL;Receitas de Capital;Alienação de Bens;Alienação de bens imóveis;ALIENACAO DE IMOVEIS URBANOS;43299;0;0;0;31/12/2014;2014
22000;Ministério da Agricultura e Pecuária;22202;Empresa Brasileira de Pesquisa Agropecuária;135037;EMBRAPA-SETORIAL;Receitas Correntes;Receita Agropecuária;Receita da produção animal e derivados;Receita da produção animal e derivados;4819162;0;5292003,66;110;31/12/2014;2014
22000;Ministério da Agricultura e Pecuária;22000;Ministério da Agricultura e Pecuária - Unidades com vínculo direto;130101;COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA;Receitas Correntes;Receita Agropecuária;Receita da produção animal e derivados;Receita da produção animal e derivados;298953;0;113048,74;38;31/12/2014;2014
22000;Ministério da Agricultura e Pecuária;22202;Empresa Brasileira de Pesquisa Agropecuária;135037;EMBRAPA-SETORIAL;Receitas de Capital;Transferências de Capital;Transferências de Pessoas Físicas;TRANSF.DE CONVENIOS DA UNIAO DE S/ENTIDADES;107638;0;0;0;31/12/2014;2014
22000;Ministério da Agricultura e Pecuária;22202;Empresa Brasileira de Pesquisa Agropecuária;135037;EMBRAPA-SETORIAL;Receitas Correntes;Receita de Serviços;Receita de Serviços;OUTROS RECEITAS DE SERVICOS;0;0;-35,22;0;31/12/2014;2014
22000;Ministério da Agricultura e Pecuária;22202;Empresa Brasileira de Pesquisa Agropecuária;135037;EMBRAPA-SETORIAL;Receitas de Capital;Alienação de Bens;Alienação de bens móveis;ALIENACAO DE ANIMAIS REPRODUTORES E MATRIZES;1181020;0;2109077,65;179;31/12/2014;2014
22000;Ministério da Agricultura e Pecuária;22202;Empresa Brasileira de Pesquisa Agropecuária;135037;EMBRAPA-SETORIAL;Receitas Correntes - intra-orçamentárias;Receita Industrial;Receitas da indústria de transformação;RECEITA DA INDUSTRIA EDITORIAL E GRAFICA;36011;0;0;0;31/12/2014;2014
22000;Ministério da Agricultura e Pecuária;22000;Ministério da Agricultura e Pecuária - Unidades com vínculo direto;130101;COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA;Receitas Correntes;Outras Receitas Correntes;Indenizações, restituições e ressarcimentos;RECUPERACAO DE DESPESAS DE EXERC. ANTERIORES;0;0;31136472,33;0;31/12/2014;2014
22000;Ministério da Agricultura e Pecuária;22202;Empresa Brasileira de Pesquisa Agropecuária;135037;EMBRAPA-SETORIAL;Receitas Correntes;Outras Receitas Correntes;Indenizações, restituições e ressarcimentos;RECUPERACAO DE DESPESAS DE EXERC. ANTERIORES;4027599;0;3194986,79;79;31/12/2014;2014
22000;Ministério da Agricultura e Pecuária;22905;Fundo de Defesa da Economia Cafeeira;130137;FUNDO DE DEFESA DA ECON.CAFEEIRA/FUNCAFE/SPA;Receitas Correntes;Receita Patrimonial;Valores Mobiliários;REMUNERACAO DE DEPOSITOS BANCARIOS;306690464;0;282369773,4;92;31/12/2014;2014
22000;Ministério da Agricultura e Pecuária;22202;Empresa Brasileira de Pesquisa Agropecuária;135037;EMBRAPA-SETORIAL;Receitas Correntes;Receita Patrimonial;Valores Mobiliários;REMUNERACAO DE DEPOSITOS BANCARIOS;959973;0;1609284,08;168;31/12/2014;2014
22000;Ministério da Agricultura e Pecuária;22202;Empresa Brasileira de Pesquisa Agropecuária;135037;EMBRAPA-SETORIAL;Receitas de Capital;Transferências de Capital;Transferências de Pessoas Físicas;TRANSF.DE CONV.DOS ESTADOS,DF E S/ENTIDADES;19000;0;420000;2211;31/12/2014;2014
22000;Ministério da Agricultura e Pecuária;22000;Ministério da Agricultura e Pecuária - Unidades com vínculo direto;130101;COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA;Receitas Correntes;Contribuições;Contribuições econômicas;CONTRIBUICAO S/ APOSTAS EM COMPET. HIPICAS;604039;0;667323,85;110;31/12/2014;2014
22000;Ministério da Agricultura e Pecuária;22202;Empresa Brasileira de Pesquisa Agropecuária;135037;EMBRAPA-SETORIAL;Receitas Correntes;Receita Agropecuária;Receita da produção vegetal;Receita da produção vegetal;12522480;0;9568558,33;76;31/12/2014;2014
22000;Ministério da Agricultura e Pecuária;22000;Ministério da Agricultura e Pecuária - Unidades com vínculo direto;130101;COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA;Receitas Correntes;Receita Agropecuária;Receita da produção vegetal;Receita da produção vegetal;336554;0;422881,55;126;31/12/2014;2014
22000;Ministério da Agricultura e Pecuária;22905;Fundo de Defesa da Economia Cafeeira;130137;FUNDO DE DEFESA DA ECON.CAFEEIRA/FUNCAFE/SPA;Receitas de Capital;Outras Receitas de Capital;Receita dívida ativa alienação de estoques de;Receita dívida ativa alienação de estoques de;739701;0;996847,77;135;31/12/2014;2014
22000;Ministério da Agricultura e Pecuária;22202;Empresa Brasileira de Pesquisa Agropecuária;135037;EMBRAPA-SETORIAL;Receitas Correntes;Outras Receitas Correntes;Demais receitas correntes;OUTRAS RECEITAS EVENTUAIS;41470;0;53699,21;129;31/12/2014;2014
22000;Ministério da Agricultura e Pecuária;22000;Ministério da Agricultura e Pecuária - Unidades com vínculo direto;130101;COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA;Receitas Correntes;Receita Patrimonial;Exploração do patrimônio imobiliário do Estad;TAXA DE OCUPACAO DE OUTROS IMOVEIS;38149;0;240244,98;630;31/12/2014;2014
22000;Ministério da Agricultura e Pecuária;22202;Empresa Brasileira de Pesquisa Agropecuária;135037;EMBRAPA-SETORIAL;Receitas Correntes;Receita Patrimonial;Exploração do patrimônio imobiliário do Estad;TAXA DE OCUPACAO DE OUTROS IMOVEIS;335680;0;285671,64;85;31/12/2014;2014
22000;Ministério da Agricultura e Pecuária;22202;Empresa Brasileira de Pesquisa Agropecuária;135037;EMBRAPA-SETORIAL;Receitas Correntes;Receita de Serviços;Receita de Serviços;SERVICOS DE ARMAZENAGEM;7050;0;0;0;31/12/2014;2014
22000;Ministério da Agricultura e Pecuária;22202;Empresa Brasileira de Pesquisa Agropecuária;135037;EMBRAPA-SETORIAL;Receitas Correntes;Outras Receitas Correntes;Multas administrativas, contratuais e judicia;MULTAS E JUROS DE MORA DE ALUGUEIS;4637;0;14012,86;302;31/12/2014;2014
22000;Ministério da Agricultura e Pecuária;22905;Fundo de Defesa da Economia Cafeeira;130137;FUNDO DE DEFESA DA ECON.CAFEEIRA/FUNCAFE/SPA;Receitas Correntes;Outras Receitas Correntes;Multas administrativas, contratuais e judicia;PARCEL-OUTRAS MULTA/J DE MORA DIV AT OUT REC;52757;0;30871,74;59;31/12/2014;2014
22000;Ministério da Agricultura e Pecuária;22202;Empresa Brasileira de Pesquisa Agropecuária;135037;EMBRAPA-SETORIAL;Receitas Correntes;Receita de Serviços;Receita de Serviços;SERVICOS DE COMERC. E DISTRIB. PROD. AGROPEC.;0;0;34557,58;0;31/12/2014;2014
22000;Ministério da Agricultura e Pecuária;22000;Ministério da Agricultura e Pecuária - Unidades com vínculo direto;130101;COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA;Receitas de Capital;Alienação de Bens;Alienação de bens móveis;ALIENACAO DE MOVEIS E UTENSILIOS;0;0;444650;0;31/12/2014;2014
22000;Ministério da Agricultura e Pecuária;22202;Empresa Brasileira de Pesquisa Agropecuária;135037;EMBRAPA-SETORIAL;Receitas de Capital;Alienação de Bens;Alienação de bens móveis;ALIENACAO DE MOVEIS E UTENSILIOS;313919;0;149698,33;48;31/12/2014;2014
22000;Ministério da Agricultura e Pecuária;22202;Empresa Brasileira de Pesquisa Agropecuária;135037;EMBRAPA-SETORIAL;Receitas de Capital;Transferências de Capital;Transferências de Pessoas Físicas;TRANSF.DE CONVENIOS DE INSTITUICOES PRIVADAS;20000;0;0;0;31/12/2014;2014
22000;Ministério da Agricultura e Pecuária;22202;Empresa Brasileira de Pesquisa Agropecuária;135037;EMBRAPA-SETORIAL;Receitas Correntes;Receita de Serviços;Receita de Serviços;SERVICOS DE TECNOLOGIA;726724;0;609024,73;84;31/12/2014;2014
22000;Ministério da Agricultura e Pecuária;22000;Ministério da Agricultura e Pecuária - Unidades com vínculo direto;130101;COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA;Receitas Correntes;Transferências Correntes;Transferências de Convênios;TRANSFERENCIAS CONVENIOS DA UNIAO E ENTIDADES;717507;0;255977,2;36;31/12/2014;2014
